City,Typology,Country,Car_Modeshare,Public_Transit_Modeshare,Bicycle_Modeshare,Walking_Modeshare,Gasoline_Pump_Price,Road_Deaths_Rate,Subway_Length,Subway_Length_Density,Subway_Stations_per_Hundred_Thousand,Subway_Ridership_per_Capita,Subway_Age,BRT_Length,BRT_System_Length_Density,BRT_Stations_per_Hundred_Thousand_Persons,BRT_Fleet_per_Hundred_Thousand_Persons,BRT_Annual_Ridership_per_Capita,BRT_Age,Bikeshare_Stations,Bikeshare_Stations_per_Hundred_Thousand_Persons,Bikeshare_Number_of_Bikes,Bikeshare_Bicycles_per_Hundred_Thousand_Persons,Bikeshare_Age,Congestion,Congestion_AM_Peak,Congestion_PM_Peak,Traffic_Index,Travel_Time_Index,Inefficiency_Index,Population,Land_Area,Population_Density,Population_Change_1990_–_2000,Population_Change_2000_–_2010,Population_Change_2010_–_2020,Population_Change_2020_–_2025,Urbanization_Rate_2015,Urbanization_Rate_Change_2015_–_2025,GDP_per_Capita,Unemployment_Rate,Cost_of_Living_Index,Rent_Index,Grocery_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Gini_Coefficient,Poverty_Rate,Life_Expectancy,Safety_Index,Internet_Penetration,Digital_Penetration,Innovation_Index,Smartphone_Penetration,CO2_Emissions_per_Capita,Pollution_Index,Street_length_total,Street_Length_Density,Street_Length_Average,Intersection_Count,Intersection_Density,Degree_Average,Streets_per_Node,Circuity,Self-Loop_Proportion,Highway_Proportion,Metro_Propensity_Factor,BRT_Propensity_Factor,BikeShare_Propensity_Factor,Development_Factor,Sustainability_Factor,Population_Factor,Congestion_Factor,Sprawl_Factor,Network_Density_Factor
Atlanta(GA),Auto Innovative,United States,86.8,3.1,0.3,1.3,0.65,14.0,77.0,0.011239235,0.7421875,13.96484375,38,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,45.0,65.0,188.09,40.67,200.55,5120000,6851,700,1358193,1332333,745800,350505,81.6,1.7,55300.0,7.9,73.73,41.62,73.66,68.88,151.37,0.468,22.5,77.2,35.62,76.5,0.78,51.0,72.0,10.7,56.21,5295020.466,8165610325.0,163.1244752,18812.0,1542.130078,5.184579839,2.755904501,1.083320331,0.014144949,0.027100647,0.2271517263,0.1733331628,0.3526128068,0.7733225777,0.278094704,0.2014122501,0.3108970428,0.8225084333,0.5030404079
Samara,BusTransit Sprawl,Russia,,,,,0.71,18.9,12.7,0.051626016,0.873362445,13.62445415,30,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1145000,246,4700,-70052,-8804,38721,34297,74.0,1.3,11279.6,,,,,,,0.44,,70.5,,61.4,0.5,32.0,45.0,12.46681628,,2637257.766,1200932594.0,210.8288245,7246.0,455.371716,5.193476318,2.803172475,1.060738573,0.000602254,4.21e-05,0.2046341844,0.1165797368,0.3959759968,0.308220019,0.2699384206,0.0399776581,0.5313816674,0.6423634155,0.3288766396
Toronto,Auto Innovative,Canada,64.5,23.3,1.2,4.6,1.11,3.6,68.3,0.029864451,1.053435115,49.57251908,63,0.0,0.0,0.0,0.0,0.0,0.0,80,1.221374046,1000.0,15.26717557,7.0,30.0,50.0,62.0,200.52,44.64,249.7,6550000,2287,2900,800185,877685,813323,383911,81.8,1.8,45771.0,6.6,69.35,40.27,64.39,68.02,119.47,0.4,20.6,82.2,64.86,94.7,0.78,54.0,67.0,14.8,42.8,8714157.367,6720643027.0,158.1861271,32620.0,771.2326899,5.256985824,2.977933774,1.112606004,0.01070338,0.03053102,0.3626840117,0.1706930073,0.4268035919,0.779244051,0.3409980045,0.1406499745,0.3940372476,0.5657556291,0.4375312438
Helsinki,MassTransit Moderate,Finland,21.0,34.0,11,32.0,1.78,2.2,21.1,0.032917317,1.393442623,50.81967213,35,28.0,0.043681747,2.868852459,,7.37704918,15.0,0,0.0,0.0,0.0,0.0,26.0,40.0,48.0,112.62,35.23,105.28,1220000,641,1800,147932,102739,122187,60435,84.2,1.4,65438.0,6.2,80.54,38.48,68.19,89.98,115.22,,,78.4,71.41,91.5,0.79,46.0,,15.8,19.06,2391663.262,2179857793.0,112.1267352,12131.0,911.4400959,4.383489018,2.694142893,1.068794706,0.003167655,0.01952726,0.3126224481,0.3940077337,0.3049808373,0.7819211352,0.5573763198,0.0160331633,0.3239165782,0.2249966376,0.3168195269
Bursa,Hybrid Giant,Turkey,,,,,1.47,8.5,38.9,0.187922705,2.010582011,48.30687831,15,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,34.0,53.0,146.5,39.06,110.01,1890000,207,9100,361424,479107,512549,216817,73.4,4.3,21507.0,,41.9,7.17,35.68,28.93,70.41,,,75.8,79.08,46.3,0.48,34.0,59.0,4.243452638,27.82,4269164.842,4403152874.0,80.54420124,32449.0,1031.385069,5.709081566,3.028263911,1.057703355,0.000300042,0.009200325,0.3227650234,0.0901513762,0.4173202207,0.373143623,0.496672655,0.1177593207,0.3869444274,0.3035668755,0.4221839967
Los Angeles(CA),Auto Innovative,United States,84.7,5.1,0.8,2.5,0.91,8.1,28.0,0.00444515,0.10571523,3.026098447,24,23.0,0.003651373,0.092500826,0.198216056,0.654112983,13.0,65,0.42946812,1000.0,6.60720185,2.0,45.0,62.0,84.0,225.96,45.77,289.6,15135000,6299,2400,930117,1409477,1684154,779784,81.6,1.7,66477.0,9.2,78.72,68.21,73.83,81.94,119.79,0.471,20.5,81.15,45.22,73.5,0.78,55.0,72.0,15.3,62.53,21803908.97,6522016421.0,156.2041249,78832.0,299.1214295,5.559783595,2.980621685,1.049846109,0.001143901,0.024889563,0.1632414507,0.2580942092,0.3321886893,0.8197869472,0.2338387422,0.2753122,0.5268442264,0.7478070192,0.631930588
Dublin,MassTransit Moderate,Ireland,64.0,13.0,3,19.0,1.69,2.3,0.0,0.0,0.0,0.0,0,8.0,0.025157233,1.428571429,5.714285714,8.571428571,,102,8.571428571,950.0,79.83193277,2.0,43.0,80.0,86.0,137.96,38.31,172.47,1190000,318,3500,72168,113866,239650,133477,63.2,3.2,75090.0,11.7,82.37,50.9,65.0,88.24,106.68,,9.3,79.1,47.4,78.3,0.69,46.0,,12.4,33.12,1862045.623,8281541508.0,101.1816347,10502.0,4447.550268,4.574246796,2.471113199,1.066670646,0.005046208,0.015588313,0.0487309273,0.2570671899,0.3878976848,0.7521410048,0.3987275301,0.0653312503,0.5446448438,0.1759056046,0.4050423136
Acapulco,BusTransit Dense,Mexico,,67.2,,,0.86,17.7,0.0,0.0,0.0,0.0,0,16.0,0.134453782,2.119205298,10.06622517,39.73509934,2.0,0,0.0,0.0,0.0,0.0,,,,,,,755000,119,6300,193395,73664,191117,94664,79.2,2.6,7638.0,2.3,,,,,,0.46,40.0,76.7,,49.2,0.5,,35.0,1.7,,1789773.38,1475855430.0,115.4618012,8915.0,824.6046378,5.118277695,2.696504837,1.100643722,0.00252035,0.0,0.115996422,0.4546931071,0.3793646204,0.286875351,0.2354009664,0.0773052415,0.6873707606,0.5027144093,0.2733841683
Mogadishu,Congested Emerging,Somalia,,,,,1.57,25.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2265000,91,25000,165617,224795,1266894,616591,39.6,5.0,450.0,,,,,,,,,55.0,,6.1,,,,0.060710992,,1789385.545,1414062308.0,81.77431427,11827.0,790.2502131,6.650233484,3.350302381,1.0264304,0.000230224,0.0,0.0722830708,0.03218041,0.3406468879,0.0348273334,0.3062026686,0.2584178661,0.6878135062,0.1246174816,0.3818091229
Nizhny Novgorod,BusTransit Sprawl,Russia,,,,,0.71,18.9,18.8,0.03022508,1.176470588,31.2605042,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,51.0,59.0,,,,1190000,622,1900,-89395,-77989,-6516,33859,74.0,1.3,11279.6,,,,,,,0.44,,70.5,,61.4,0.5,34.0,45.0,12.46681628,,1714075.845,3019771019.0,195.2695198,5120.0,1761.748774,5.185255498,2.786584401,1.060535765,0.000854284,0.000755839,0.2271526333,0.1176456301,0.4027799988,0.3168266491,0.2617070175,0.0337368402,0.4844997354,0.646406128,0.3940525878
Lima,BusTransit Dense,Peru,12.0,62.0,,,1.1,13.9,34.6,0.037649619,0.237442922,8.310502283,6,26.0,0.028291621,0.328767123,4.447488584,9.589041096,46.0,0,0.0,0.0,0.0,0.0,,,,152.68,38.64,106.0,10950000,919,11900,1457012,1656932,1744542,808344,78.6,2.8,15530.0,7.4,40.69,18.65,35.83,29.07,47.27,0.4,15.3,76.5,27.96,41.7,0.44,37.0,25.0,1.869883854,88.57,994874.6833,19382194573.0,84.31855948,7031.0,19482.04623,4.712844287,3.26043087,1.021830865,0.002661729,0.015038895,0.1711307441,0.4161899448,0.423312909,0.2507158042,0.3544006988,0.3126366471,0.702787371,0.2401002477,0.933791114
Richmond(VA),Auto Sprawl,United States,90.5,1.4,0.5,1.9,0.63,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,17.0,25.0,,,,1030000,1274,700,125840,162271,183149,91969,81.6,1.7,54605.0,6.0,,,,,,0.444,24.6,79.0,56.34,75.4,0.78,43.0,72.0,11.7,19.96,6418897.075,6379975201.0,160.512555,21960.0,993.9363611,4.938156997,2.725017065,1.060466707,0.005542961,0.032467935,0.0255021225,0.1586729349,0.3469719095,0.7559058997,0.3717513262,0.0372576326,0.0492241139,0.713117248,0.3786493228
Surabaya,Congested Emerging,Indonesia,,,,,0.67,15.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,4930000,673,7300,143430,157680,491802,373524,53.7,6.6,3974.1,,44.57,12.02,44.72,22.54,26.43,0.33,8.3,69.1,,28.5,0.34,,21.0,1.907781259,66.67,6449756.935,5137024684.0,98.89080105,39031.0,796.4679501,5.20904123,2.771949223,1.053639688,0.001420547,0.010405225,0.0863386979,0.0458900359,0.370679259,0.1343204542,0.3523436348,0.1823426077,0.6804318693,0.4073870676,0.3969865264
Tucson(AZ),Auto Sprawl,United States,86.9,2.6,1.6,1.9,0.6,13.1,6.3,0.006892779,2.404371585,0.546448087,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,23.0,33.0,,,,915000,914,900,141949,166205,168161,84479,81.6,1.7,32070.0,7.0,62.59,23.69,59.9,65.94,157.07,0.455,25.2,79.6,47.47,69.5,0.78,39.0,72.0,11.2,,5876381.44,4861330582.0,157.5817607,21077.0,827.2660024,5.110492457,2.799969903,1.074478182,0.007258433,0.013147157,0.1093360319,0.1581190597,0.3798510905,0.6440085698,0.3375143277,0.0358769197,0.1115541168,0.6864025389,0.3608915112
Chengdu,MetroBike Emerging,China,11.0,15.0,,,1.16,18.8,108.2,0.064251781,0.814606742,31.74157303,7,28.8,0.017102138,0.262172285,2.808988764,4.68164794,5.0,156,1.460674157,1500.0,14.04494382,8.0,47.0,74.0,79.0,,,,10680000,1684,6300,1267367,2175059,2676813,890920,55.6,9.8,12020.0,2.82,37.25,14.22,31.79,26.02,81.09,0.32,,76.1,,50.1,0.43,39.0,58.0,7.550916485,,6010244.818,5510309080.0,270.4028802,12801.0,916.8194053,4.856481166,3.043048839,1.052726124,0.001935538,0.031255215,0.2488254251,0.1591670553,0.4754788735,0.2920734845,0.7153856083,0.432897486,0.6414068873,0.6618098593,0.4075730956
Tripoli,BusTransit Sprawl,Libya,,,,,0.15,24.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1115000,194,5700,159357,89281,212589,132255,78.6,2.1,6601.6,,47.65,18.64,45.35,42.29,49.49,,,72.7,46.49,42.8,0.42,,,8.145719581,,3477346.976,3265105243.0,121.8454387,17155.0,938.9644652,5.44140625,2.862980769,1.0435547,0.000515398,0.012277718,0.0593780022,0.1068844477,0.3610366535,0.2827286797,0.2623674097,0.080810893,0.5532272746,0.7865681349,0.3871684506
Hamburg,MassTransit Heavyweight,Germany,42.0,18.0,12,28.0,1.68,1.1,104.0,0.133848134,4.343675418,104.6778043,105,15.0,0.019305019,1.431980907,1.145584726,8.591885442,,30,1.431980907,250.0,11.93317422,10.0,33.0,48.0,53.0,107.28,35.15,88.85,2095000,777,2700,70851,76413,98124,55901,75.3,2.2,59546.0,4.5,77.11,32.15,63.11,67.95,120.77,,15.0,81.0,50.56,86.2,0.74,47.0,60.0,9.0,29.1,18678535.45,1804173415.0,203.1578452,53302.0,96.59073222,4.929557409,2.63895266,1.074063287,0.015121057,0.016812295,0.6674772599,0.2735957976,0.4374812128,0.7472038567,0.5365970712,0.0354236527,0.3578046604,0.3134414669,0.2314151973
Las Vegas(NV),Auto Sprawl,United States,89.3,3.7,0.3,1.2,0.73,11.2,0.0,0.0,0.0,0.0,0,63.0,0.058333333,4.21286031,,4.548425721,14.0,0,0.0,0.0,0.0,0.0,24.0,23.0,40.0,155.35,39.25,187.1,2255000,1080,1700,626777,660262,348098,167478,81.6,1.7,44810.0,10.0,77.3,30.9,71.23,78.65,120.4,0.448,16.3,78.1,43.32,77.5,0.78,45.0,72.0,17.0,50.8,6057584.796,6856257379.0,136.6691062,25016.0,1131.846703,4.997824642,2.677563599,1.07585363,0.002998464,0.018161522,0.0321403255,0.451663627,0.3516369334,0.7138597389,0.3112837366,0.0965667968,0.1668644286,0.6493307787,0.4134148537
Chihuahua,BusTransit Sprawl,Mexico,63.4,14.4,,,0.86,21.0,0.0,0.0,0.0,0.0,0,22.0,0.084942085,4.26035503,9.859,17.75147929,5.0,0,0.0,0.0,0.0,0.0,,,,,,,845000,259,3300,143212,171600,205884,95300,79.2,2.6,14506.0,5.9,,,,,,0.46,40.0,76.7,,49.2,0.5,,35.0,4.7,,94875843.36,236886537.2,280.2955622,198248.0,2.496805602,5.583347528,2.955224207,1.097454967,0.001506594,0.014333711,0.0341156095,0.4204669414,0.4018908975,0.3133102575,0.2948199912,0.0817952663,0.5131974878,0.9471892135,0.2582619423
Lubumbashi,Congested Emerging,Democratic Republic of the Congo,,,,,1.12,33.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2080000,155,13400,313048,525367,756385,446972,42.5,5.3,388.3,,,,,,,,61.6,59.8,,3.8,0.13,,,0.038311184,,3894538.934,3142684063.0,164.4236652,13861.0,806.9463719,5.804177707,2.920635899,1.0396066,0.000212323,0.0,0.0690612745,0.065361522,0.3413880102,0.0125492988,0.2551213122,0.2312739486,0.6918237799,0.3858112208,0.3574767373
Boston(MA),Auto Innovative,United States,74.1,13.1,1,5.2,0.7,4.5,61.0,0.011455399,1.135857461,38.93095768,116,10.0,0.001877934,0.690423163,1.091314031,2.230690423,,140,3.118040089,3268.0,72.78396437,7.0,28.0,43.0,54.0,213.39,45.13,242.71,4490000,5325,800,620832,723155,718279,343746,81.6,1.7,77502.0,6.3,84.05,75.97,82.9,84.9,137.63,0.475,20.5,77.95,65.03,79.3,0.78,56.0,72.0,15.4,27.55,3968887.488,6619322697.0,110.2683157,21119.0,1667.80306,4.898296167,2.914039419,1.048539664,0.005750545,0.01397883,0.4467840643,0.2316397879,0.3904574757,0.9117597015,0.2623928246,0.1327944154,0.317412876,0.6504771118,0.6046595978
Mandalay,Congested Emerging,Myanmar,,,,,0.72,20.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1390000,132,10500,174559,225108,343593,198482,34.1,5.7,1408.1,,,,,,,,,66.6,,2.1,0.17,,,0.237874069,,48166753.05,156643083.6,294.2361564,108959.0,3.25209971,5.135349474,2.59032664,1.13066187,0.000505521,0.009166843,0.070957411,0.0346397196,0.3549108758,0.0465496204,0.3430865396,0.1929954002,0.6883720981,0.5946891753,0.1599399119
Istanbul,BusTransit Dense,Turkey,14.0,41.0,,45.0,1.46,4.0,95.3,0.070073529,0.539940828,28.46893491,28,52.0,0.038235294,0.325443787,3.069526627,16.64201183,11.0,10,0.073964497,100.0,0.73964497,6.0,49.0,63.0,91.0,266.75,56.53,272.3,13520000,1360,9900,2191708,2209082,2838050,1105795,73.4,4.3,24867.0,11.2,49.0,16.93,41.37,36.65,57.25,,8.86,71.75,50.53,46.3,0.48,44.0,59.0,4.243452638,65.96,9046675.21,9446073481.0,74.6000644,73930.0,1044.148625,5.290052822,3.003822507,1.055690632,0.000855876,0.016210071,0.3214966571,0.3135666682,0.4455291062,0.37313439,0.2520822868,0.4154576598,0.7626006659,0.2384860286,0.5832921276
Rome,Hybrid Giant,Italy,54.0,29.0,1,16.0,2.08,6.3,60.0,0.053859964,1.857506361,70.99236641,62,0.0,0.0,0.0,0.0,0.0,0.0,19,0.48346056,200.0,5.089058524,,40.0,74.0,68.0,186.83,44.68,203.02,3930000,1114,3500,-64798,-78829,110275,121907,69.0,1.9,46021.0,11.2,73.79,38.57,62.68,77.48,80.16,0.33,7.8,81.5,45.56,58.5,0.72,46.0,60.0,9.1,68.05,12008980.93,4310651525.0,137.2062945,51739.0,358.9523167,4.393382583,2.739294434,1.087787376,0.002792998,0.019675763,0.4008600453,0.1175751319,0.3598942793,0.6283401165,0.3542273372,0.0640721388,0.5681232688,0.2292657547,0.3745117079
Berlin,MassTransit Heavyweight,Germany,31.0,26.0,13,30.0,1.62,1.4,151.7,0.112620638,4.23500612,126.6585067,115,0.0,0.0,0.0,0.0,0.0,0.0,50,1.223990208,300.0,7.343941249,9.0,29.0,43.0,50.0,99.38,33.55,128.2,4085000,1347,3000,-37245,65659,135487,83158,75.3,2.2,41646.0,9.9,65.81,27.98,51.96,57.53,118.5,,,85.0,61.8,86.2,0.74,52.0,60.0,12.1,40.32,5407967.626,6993729234.0,145.3598437,21686.0,1293.226905,5.185218202,3.021597309,1.040159888,0.002266227,0.017302081,0.7425896032,0.1571679284,0.4667145812,0.6536727299,0.5304687986,0.0491226368,0.3436211908,0.2598038573,0.552714668
Concepcion,BusTransit Dense,Chile,20.0,24.0,32,21.0,1.36,12.4,0.0,0.0,0.0,0.0,0,17.85,0.168396226,5.644171779,,50.06134969,13.0,0,0.0,0.0,0.0,0.0,,,,,,,815000,106,7700,97108,109341,133814,63647,89.5,1.4,15019.6,7.6,43.78,11.79,37.85,27.85,82.59,0.52,12.4,80.5,,66.7,0.58,,65.0,3.2,,961229.8719,2427746606.0,94.73044958,5850.0,2525.66704,4.814845136,2.770227862,1.075775646,0.006517796,0.025904348,0.0866242951,0.6694165665,0.4085032161,0.4031234174,0.3942601087,0.0664245489,0.5897544747,0.4004648136,0.2497642163
Lahore,Congested Boomer,Pakistan,24.0,16.0,,,0.76,14.2,0.0,0.0,0.0,0.0,0,27.0,0.034177215,0.260743602,0.618058909,5.214872042,5.0,0,0.0,0.0,0.0,0.0,,,,189.17,44.22,182.03,10355000,790,13100,1484548,1897202,2417207,1421153,38.8,5.0,1178.8,,32.08,6.13,27.52,28.18,47.22,0.34,,66.4,47.39,14.8,0.24,31.0,11.0,0.846439474,74.53,6355000.095,5878000034.0,119.6347909,31814.0,924.9409829,5.402099423,2.891874252,1.037109363,0.000302045,0.003631223,0.0588057568,0.1490642957,0.4097234279,0.0791063344,0.3051125746,0.4257794333,0.5448014474,0.3462300681,0.4355196766
Nashville-Davidson(TN),Auto Sprawl,United States,92.2,1.1,0.2,1.2,0.63,14.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.0,41.0,62.0,171.56,37.08,194.94,1105000,1458,700,177814,195803,178569,89347,81.6,1.7,58639.0,6.4,73.12,46.06,72.94,73.95,139.17,0.468,17.2,76.3,,69.1,0.78,42.0,72.0,12.1,,8974631.39,3800079237.0,207.7028256,24127.0,423.4245477,4.953597403,2.584209894,1.074736582,0.008141919,0.027370392,0.0241867964,0.1467618566,0.3273493115,0.743785207,0.3495761427,0.0528995407,0.2495175286,0.7758240496,0.28270937
Denver-Aurora(CO),Auto Sprawl,United States,83.7,4.0,0.7,2.3,0.63,10.0,94.1,0.054393064,2.384615385,9.461538462,13,0.0,0.0,0.0,0.0,0.0,0.0,83,3.192307692,600.0,23.07692308,8.0,20.0,33.0,44.0,162.54,35.18,156.15,2600000,1730,1400,470008,493355,413513,201089,81.6,1.7,63246.0,6.6,79.56,53.05,75.69,77.36,132.86,0.457,15.6,80.0,67.23,81.2,0.78,47.0,72.0,14.9,38.09,10780308.4,7397211445.0,142.4045388,43253.0,686.1780917,5.383884208,2.9760011,1.057791577,0.002648263,0.024147566,0.2285176993,0.1541593043,0.4047571083,0.8054112196,0.3970439772,0.0831171376,0.1865040603,0.7172892044,0.500601966
Bangkok,BusTransit Sprawl,Thailand,60.0,30.0,1,,1.13,36.2,79.5,0.030694981,0.444009141,20.31341822,18,15.0,0.005791506,0.078354554,0.130590924,0.293829579,8.0,55,0.359125041,625.0,4.080966373,6.0,61.0,91.0,118.0,243.73,49.23,330.13,15315000,2590,5900,472104,1852884,2052122,969588,50.4,10.0,19705.0,2.2,50.39,25.39,54.89,25.71,49.84,0.4,7.7,71.5,52.15,34.9,0.48,42.0,,4.493869484,73.24,19931445.55,3672238659.0,131.228943,81525.0,184.2434684,4.532194564,2.409806007,1.066253526,0.001513177,0.015092367,0.2124664481,0.1324620514,0.4204447418,0.2889960911,0.3217497343,0.3998881641,0.8897683922,0.8023505394,0.3776839331
Louisville(KY),Auto Sprawl,United States,90.9,1.8,0.2,1.5,0.64,17.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,23.0,46.0,,,,1035000,1235,800,108983,154667,188803,94847,81.6,1.7,51166.0,7.7,73.59,28.48,81.91,61.99,130.13,0.466,16.7,76.0,43.02,71.9,0.78,42.0,72.0,24.7,,9400430.0,4647455100.0,186.0844864,27932.0,494.3875014,4.984073196,2.610770795,1.085138275,0.011035334,0.027180652,0.0246780219,0.1505398919,0.3410431426,0.7262512874,0.3510950013,0.0449765835,0.1163684384,0.8464766171,0.2775473132
Rotterdam-Hague,MassTransit Moderate,Netherlands,49.0,17.0,16,18.0,1.96,2.4,78.3,0.079573171,2.326454034,32.27016886,49,0.0,0.0,0.0,0.0,0.0,0.0,13,0.487804878,,,15.0,19.0,27.0,42.0,109.05,29.82,149.95,2665000,984,2700,39413,19408,87142,57028,90.5,3.7,54711.0,8.0,73.41,27.74,56.25,87.0,109.8,,,81.9,54.74,94.0,0.79,43.0,,16.4,,,,,,,,,,,,0.3564581292,0.1640287858,0.4849391813,0.7503619489,0.5401856833,0.0354502955,0.2043390804,0.1934882322,0.5086047493
Fukuoka-Kitakyushu,Hybrid Giant,Japan,39.0,34.0,12.7,27.0,1.34,4.7,29.8,0.053500898,1.323251418,51.87145558,36,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2645000,557,4700,229272,128842,222048,46641,93.5,2.8,34822.0,5.0,,,,,,,,83.7,,90.6,0.75,,39.0,5.5,,68730386.98,2700579269.0,169.6012234,243167.0,39.29236235,5.840128056,2.967986052,1.139770003,0.001130213,0.009690548,0.3071058276,0.1423024716,0.4070196754,0.4680396414,0.5141838418,0.0350943098,0.5505964143,0.6041966754,0.394119774
Antananarivo,Congested Emerging,Madagascar,,,,,1.23,28.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2520000,220,11400,413384,538625,1190427,807142,35.1,6.3,416.0,,,,,,,,51.1,65.5,,5.3,0.15,,,0.134205996,,3082195.703,2575748142.0,260.7831207,6865.0,835.6861115,5.01327191,2.598771526,1.129092553,0.00105019,0.0,0.0705750642,0.0609475337,0.3526896103,0.029178031,0.3015738317,0.2702690386,0.6915378776,0.3418660016,0.2343127097
Montreal,Auto Innovative,Canada,66.4,22.2,1.7,5.3,1.15,4.4,69.2,0.044760673,1.904761905,100.1960784,51,0.0,0.0,0.0,0.0,0.0,0.0,447,12.5210084,5120.0,143.4173669,9.0,29.0,48.0,59.0,172.87,41.62,188.6,3570000,1546,2200,317625,336790,538654,281574,81.8,1.8,38867.0,8.1,68.92,25.16,70.11,64.64,108.8,0.44,,82.2,63.82,94.7,0.78,51.0,67.0,13.0,33.79,10213016.6,7994068710.0,143.0654965,42033.0,782.7333515,5.266777667,3.127117327,1.103852727,0.019372624,0.032502052,0.405902412,0.182316809,0.5426050463,0.7709025678,0.3847682744,0.0744802129,0.3567472291,0.540746583,0.3878675257
Detroit(MI),Auto Sprawl,United States,92.5,1.5,0.3,1.3,0.67,9.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,23.0,41.0,,,,3660000,3463,1100,206111,455792,660958,319230,81.6,1.7,52084.0,9.4,74.84,35.48,74.54,63.66,147.64,0.451,39.8,78.2,28.09,78.2,0.78,44.0,72.0,16.9,54.5,7796740.473,11570602784.0,144.4777258,30493.0,1484.030772,5.689580605,3.299668017,1.020292531,0.001252636,0.023383031,0.0343392789,0.175511799,0.3587024837,0.7222212333,0.2798182447,0.1102260306,0.1193586443,0.7308862561,0.683386163
Douala,Congested Emerging,Cameroon,2.0,10.0,,60.0,1.19,27.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3060000,205,15000,549774,857783,1059752,575251,54.4,5.2,1495.4,,,,,,,0.46,12.2,57.3,,17.7,0.16,21.0,,0.306750488,,,,,,,,,,,,0.0481088285,0.040965356,0.3400985808,0.0227330238,0.3228190671,0.2531625793,0.6639922771,0.2670959573,0.3407767379
Wuhan,MetroBike Emerging,China,,,,,1.16,18.8,128.7,0.097426192,1.338582677,74.54068241,13,0.0,0.0,0.0,0.0,0.0,0.0,718,9.422572179,90000.0,1181.102362,9.0,35.0,54.0,67.0,,,,7620000,1321,5800,3220264,2266272,2737255,1086068,55.6,9.8,17015.0,3.52,,,,,,0.37,,76.1,,50.1,0.43,37.0,58.0,7.550916485,89.81,4501492.285,4123643113.0,256.115856,10326.0,916.061353,4.583051992,2.9791526,1.061556586,0.001694291,0.025208273,0.3477335913,0.0834365508,0.8630124706,0.2818252704,0.6941974107,0.482783871,0.5484828972,0.6213338897,0.3740492123
Changsha,MetroBike Emerging,China,,,3.2,,1.16,18.8,50.2,0.076060606,1.139072848,33.90728477,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,70.0,82.0,,,,3775000,660,5700,1093269,1029444,1260780,468987,55.6,9.8,18688.0,2.89,,,,,,0.32,,76.1,,50.1,0.43,,58.0,7.550916485,,4079170.243,3649871086.0,286.4384694,8083.0,894.7582151,4.50311092,3.066294787,1.062407292,0.001238744,0.047083875,0.2226943304,0.0588401629,0.394077869,0.2839395818,0.6855848089,0.2988240648,0.6500417075,0.6800488041,0.2854412523
